"","TestY",""
"97081",4883.9,4586.48690842843
"97082",4908.2,4967.33589846774
"97083",5031.3,5045.00529141549
"97084",5068,5110.42261091166
"97085",4975.4,5195.30320262257
"97086",4985.5,4907.89531497446
"97087",5044.4,4919.05140037229
"97088",5240.9,5152.93548914387
"97089",5546.3,5412.90496596006
"97090",5973.8,5861.65865850158
"97091",6319.7,6370.29533519575
"97092",6711.7,6701.99675971417
"97093",6715.6,6985.20518182601
"97094",6610.6,6832.30625082419
"97095",6452.4,6324.17738565219
"97096",6383.7,6242.58209025435
"97097",6206.7,6236.97826365792
"97098",6032,6093.6112819646
"97099",5906.4,5788.19388867703
"97100",5671.2,5750.57919712021
"97101",5452.3,5492.37000130312
"97102",5289.6,5175.31837414551
"97103",5311.3,5120.8184645185
"97104",5161.9,5293.70289821388
"97105",4947.9,5168.73580361641
"97106",4685.3,4692.72364191585
"97107",4537.1,4444.83944237956
"97108",4348.1,4364.68795897032
"97109",4214.7,4273.35266134205
"97110",4143.4,4085.54448588133
"97111",4058.1,4118.57285643921
"97112",4068.5,4047.07602145299
"97113",4097.3,4070.06798270029
"97114",4121.2,4191.07388948071
"97115",4335.8,4174.37276652691
"97116",4582.6,4483.16399863925
"97117",4997.6,4898.087956307
"97118",5325.7,5333.65109370701
"97119",5559,5722.11100850828
"97120",5852.2,5738.57318150847
"97121",6119.9,6031.30013276322
"97122",6355,6376.93573285384
"97123",6372.7,6539.6097734622
"97124",6235.5,6416.13424410837
"97125",6143.6,6032.67640498123
"97126",5989.3,5958.34992173493
"97127",5925,5887.14741931971
"97128",5827.1,5807.45607569816
"97129",5815.6,5798.52078739496
"97130",5799.9,5769.47259003487
"97131",5883.3,5841.48933579754
"97132",5892.5,5938.46955528416
"97133",5811.8,5987.16109170957
"97134",5747.3,5744.48093222081
"97135",5514.1,5655.54717096668
"97136",5558.1,5381.01035716398
"97137",5827.6,5442.32379197366
"97138",6144.4,6147.35700579229
"97139",6459,6523.36220373698
"97140",6732.5,6751.34988904255
"97141",6745.8,6966.95162652702
"97142",6698.1,6788.63869668125
"97143",6452.7,6512.73494126249
"97144",6322.7,6231.7403458263
"97145",6081.3,6040.43721724628
"97146",5927.2,5925.93649849672
"97147",5776.8,5675.51746970505
"97148",5618.5,5655.9329113819
"97149",5394.5,5454.488826252
"97150",5214.3,5188.43916256299
"97151",5353.7,4991.54751768089
"97152",5217.2,5393.52426437944
"97153",5001,4847.02794415041
"97154",4786.4,4978.82630619352
"97155",4638.6,4951.28768703359
"97156",4451.5,4252.66272762309
"97157",4312,4349.76382287651
"97158",4222.4,4176.74921692648
"97159",4120.2,4177.20443852324
"97160",4049,4084.07863842953
"97161",4029.6,3995.0401929605
"97162",3970.8,4035.42901268984
"97163",4080.1,3975.94129811954
"97164",4183,4121.9665399265
"97165",4382.7,4370.58091436156
"97166",4558.9,4530.54964844737
"97167",4670.8,4768.14839790595
"97168",4907.1,4769.19009020661
"97169",5134.6,5035.37547650704
"97170",5309.4,5386.84851394322
"97171",5518.1,5457.98036983857
"97172",5612,5648.41838877413
"97173",5597.1,5729.67827044088
"97174",5514.9,5544.10716973865
"97175",5561.4,5397.97889510614
"97176",5503.1,5526.39866550123
"97177",5443.6,5548.19525304391
"97178",5431.3,5342.87637850683
"97179",5339.6,5415.12699460046
"97180",5448.5,5318.41195858171
"97181",5520.8,5459.71894917934
"97182",5555.3,5711.84221552699
"97183",5634.4,5591.24435368632
"97184",5781.1,5682.92632649439
"97185",5866.9,5920.6165899991
"97186",5983,5996.78840628368
"97187",6169,6041.6101586231
"97188",6472.6,6317.50592639417
"97189",6486.2,6723.23546565992
"97190",6374.6,6617.53100174092
"97191",6189.9,6134.99510906152
"97192",6010.7,5951.99527127489
"97193",5868.7,5779.28846804929
"97194",5690,5699.81739474423
"97195",5573,5526.72115475813
"97196",5418.2,5399.39309301627
"97197",5224.1,5293.65667131332
"97198",5078.4,5019.34131135464
"97199",5189.7,4895.91079593359
"97200",5099.8,5223.08835917827
"97201",4902.4,5201.53546493291
"97202",4717.6,4655.41570886825
"97203",4597,4502.22623042991
"97204",4408.3,4490.75295789011
"97205",4249.4,4312.09916135612
"97206",4132.9,4087.5868303648
"97207",4074,4057.3939206053
"97208",3970.8,4051.97179811247
"97209",3948.6,3946.55670531916
"97210",3964.6,3905.27517946252
"97211",4055.9,4027.99053043357
"97212",4110.8,4148.32534233951
"97213",4244.7,4217.53477238985
"97214",4331.8,4325.12054109029
"97215",4458.1,4461.49007297778
"97216",4671.7,4528.55690503073
"97217",4850.6,4844.91763502128
"97218",4958.8,5050.06991051678
"97219",4885.9,5042.64412680209
"97220",4813.1,4824.81021108982
"97221",4763.4,4645.60227810041
"97222",4717.6,4705.43831126032
"97223",4689.7,4684.18956504115
"97224",4738.2,4662.45391678743
"97225",4679.9,4772.55874779818
"97226",4667.2,4707.62289082781
"97227",4715,4601.28418237114
"97228",4840.1,4778.85448602523
"97229",4941.1,4976.02968776414
"97230",5029.8,5093.85042425957
"97231",5210.8,5115.40734890071
"97232",5410.8,5350.61885548175
"97233",5717.7,5637.65206401487
"97234",6026,5969.63554829674
"97235",6362.5,6347.5496985468
"97236",6719.8,6639.38427453971
"97237",6759.2,7022.7598945291
"97238",6646.9,6870.20933197201
"97239",6422.2,6398.61231454779
"97240",6266,6145.71859325043
"97241",6006.1,6015.30844737035
"97242",5870.5,5805.78705530189
"97243",5694.7,5625.84838853067
"97244",5481.9,5580.69906324503
"97245",5277.1,5253.82010067581
"97246",5120.8,5049.69319212398
"97247",5259.3,4953.19300324424
"97248",5190.8,5305.62630915865
"97249",5017.4,5818.92280543861
"97250",4855.3,4502.23968090759
"97251",4704,4274.61323966823
"97252",4567.4,4837.26735279065
"97253",4385.9,4467.94261824815
"97254",4305.6,4270.3457276207
"97255",4242.6,4208.79154555571
"97256",4228.8,4260.75051753627
"97257",4253.9,4237.19225076207
"97258",4296.6,4313.45497827287
"97259",4479.1,4368.98973625954
"97260",4714.2,4623.26872113569
"97261",5106.1,4986.42681949058
"97262",5462.9,5434.68860008775
"97263",5760.1,5862.77730869804
"97264",6162.3,6010.87185479772
"97265",6436.4,6440.28287647645
"97266",6611.8,6749.65675921703
"97267",6558.3,6708.77642564603
"97268",6392.8,6507.45011920682
"97269",6177.4,6145.91578980729
"97270",6102.9,5932.69524864059
"97271",6057.6,5963.00338425625
"97272",6023.1,6077.57417279692
"97273",6018.6,6005.19822640912
"97274",5969.1,6016.43127287215
"97275",6006.6,5962.90087465209
"97276",6048.7,6003.38869140927
"97277",6135.4,6142.64899662439
"97278",6157.5,6215.18528656225
"97279",6166.9,6231.76164392317
"97280",6162.5,6157.23958161324
"97281",6250.2,6164.48178245274
"97282",6483.5,6297.31802722911
"97283",6835,6690.89668438276
"97284",7130.8,7173.72743118072
"97285",7072.7,7448.77890103519
"97286",6971.8,7070.72280869086
"97287",6767,6685.27864321739
"97288",6606.6,6562.70489911326
"97289",6394.2,6364.87107404244
"97290",6138.1,6209.54017996514
"97291",6031.8,5864.11382140244
"97292",5786.1,5839.64268839229
"97293",5554.8,5657.46366721588
"97294",5335.9,5251.56528245593
"97295",5400.7,5129.05327317418
"97296",5238.9,5369.49949130217
"97297",5045.9,5301.23041881953
"97298",4861.2,4770.6317917877
"97299",4706.5,4689.02051641638
"97300",4475.4,4580.89660356164
"97301",4180.4,4330.04747325244
"97302",4045.5,3925.687352559
"97303",4132.3,3876.15505597194
"97304",4168.6,4254.76506801882
"97305",4201.4,4355.29494992948
"97306",4301.9,4229.71795111021
"97307",4519,4389.54515398101
"97308",4758.5,4726.28842755095
"97309",5221.4,5031.7500787913
"97310",5541.2,5577.74362212611
"97311",5871,5973.89078024563
"97312",6136.4,6075.10095029165
"97313",6450.2,6379.27919746708
"97314",6698.5,6661.41949836385
"97315",6810.1,6940.55256796136
"97316",6784.1,6894.03331462905
"97317",6803.4,6712.77837748927
"97318",6781.4,6721.53875103861
"97319",6714.4,6785.53641018063
"97320",6711.6,6640.22441079765
"97321",6832.5,6664.9837110537
"97322",6814.6,6937.02783679887
"97323",6956.8,6906.99822989157
"97324",7033.1,6971.8338647972
"97325",7083.8,7209.90989243844
"97326",6872.7,7111.32286005644
"97327",6831.4,6759.39230701817
"97328",6858.9,6620.68989149597
"97329",6946.2,6955.42146376854
"97330",7021.5,7041.28113599148
"97331",7276.3,7116.40363645085
"97332",7556.8,7429.88027011193
"97333",7494.7,7867.59689334563
"97334",7351.7,7525.90368208408
"97335",7096.4,7043.38738772474
"97336",6950.2,6829.37638191137
"97337",6722,6696.72248623866
"97338",6515.9,6563.96017244445
"97339",6335.9,6250.02660891911
"97340",6040.6,6147.08676104313
"97341",5733.8,5797.22981887261
"97342",5562.3,5383.57588051991
"97343",5626.4,5347.81356529383
"97344",5549.6,5670.63182891489
"97345",5336,5636.13804930532
"97346",5122.8,5115.75856599892
"97347",4989.9,4872.8020771112
"97348",4811.3,4863.8832182339
"97349",4689.7,4727.64547516502
"97350",4600.3,4565.97195112318
"97351",4508.1,4566.96845614455
"97352",4457.2,4470.63097827394
"97353",4487.9,4424.78727760007
"97354",4614.4,4535.84480920121
"97355",4758.5,4759.12889064226
"97356",4961,4943.5918348693
"97357",5402.5,5140.00056221799
"97358",5881.7,5753.43156681796
"97359",6189.7,6409.0171008764
"97360",6612.5,6517.93313906264
"97361",6894,6847.102920705
"97362",6957.1,7221.03526366156
"97363",6895.5,6982.11785791734
"97364",6633.1,6745.41662404829
"97365",6515.4,6379.63056775925
"97366",6249.4,6254.24973699097
"97367",5990.8,6124.16734776771
"97368",5865.7,5682.83213780465
"97369",5901.3,5723.65129637136
"97370",5855.3,5961.28906865552
"97371",5951.1,5931.19961624674
"97372",5901.3,5965.83057860408
"97373",5724.9,5987.43486333203
"97374",5687.4,5548.9437008794
"97375",5870.2,5566.67000742442
"97376",6070.2,6052.73821421096
"97377",6364.4,6363.55327251036
"97378",6665.2,6608.36866639411
"97379",7035.8,6972.66111372662
"97380",7357.4,7333.65959904779
"97381",7391.4,7670.84219873701
"97382",7220.6,7453.71658078406
"97383",7044.6,6952.52147439633
"97384",6889,6753.46195246089
"97385",6653.5,6708.09764875209
"97386",6466.2,6443.5259870594
"97387",6261.9,6210.83521791025
"97388",6000.3,6078.02240278446
"97389",5722.6,5748.13587993504
"97390",5456.5,5429.13667142694
"97391",5559.2,5192.75050225354
"97392",5466.4,5536.17632716218
"97393",5326.1,5623.33397591234
"97394",5193.8,5116.74512328479
"97395",5041.4,5058.08224121534
"97396",4873.4,4930.71462283805
"97397",4762.2,4738.65148342311
"97398",4680.8,4662.69364283521
"97399",4618.6,4654.63312859702
"97400",4566.3,4599.31005499861
"97401",4618.5,4552.3121718056
"97402",4641.7,4661.9066240904
"97403",4843,4743.05351030574
"97404",5011.4,4967.79386695234
"97405",5407.2,5268.54094558559
"97406",5806.2,5674.43658438664
"97407",6159.4,6267.36294748934
"97408",6555.1,6473.73050785024
"97409",6801.5,6851.10939908228
"97410",6885.3,7063.34875635084
"97411",6773.3,6908.64882912114
"97412",6621.6,6628.48041519488
"97413",6494.9,6382.60004434788
"97414",6324.6,6342.69084992415
"97415",6220.9,6191.4454011522
"97416",6262.4,6084.16964729361
"97417",6254.7,6291.2491359946
"97418",6295.8,6340.72283916134
"97419",6306.9,6300.55659346673
"97420",6258.8,6361.14836292569
"97421",6227.6,6231.37322387617
"97422",6389.6,6179.20840578229
"97423",6537.7,6497.86759194985
"97424",6672,6780.81767911993
"97425",6790.9,6792.91774725691
"97426",7034.9,6893.80581371889
"97427",7276.7,7199.94396221112
"97428",7532.1,7541.15908883293
"97429",7536.6,7731.24479342616
"97430",7449.8,7593.40740066324
"97431",7288.7,7240.1128913908
"97432",7057,7086.92976464374
"97433",6823.9,6798.67934140084
"97434",6568.6,6545.56228404164
"97435",6295.9,6312.9908930889
"97436",5956.6,6015.41549902255
"97437",5657.1,5638.50439386449
"97438",5437.5,5323.64282631387
"97439",5461.4,5223.32727944272
"97440",5345.7,5440.25043166546
"97441",5151.3,5402.52283792723
"97442",4980.4,4932.56397774219
"97443",4831.2,4791.09127953823
"97444",4695.6,4719.99148560447
"97445",4590.2,4602.8801107476
"97446",4496.6,4518.87969265957
"97447",4481.4,4451.81161020497
"97448",4505.8,4477.4653380609
"97449",4590.6,4580.84268911572
"97450",4650.5,4690.18277593725
"97451",4787.6,4759.77290784029
"97452",5006.9,4886.87428126006
"97453",5442.3,5223.5318507183
"97454",5841.2,5805.8277026009
"97455",6223,6307.16792530959
"97456",6576.6,6532.99514152891
"97457",6773.4,6869.98123588216
"97458",6911,6957.23463127603
"97459",6857.7,6947.40035797134
"97460",6638,6814.99846370199
"97461",6393.6,6377.51207981753
"97462",6215.6,6087.37151504963
"97463",6216.6,6018.69519576981
"97464",6272.4,6195.3940938218
"97465",6378,6396.72839906552
"97466",6472.4,6487.5524423229
"97467",6469,6590.36587189617
"97468",6453.1,6497.75683310143
"97469",6433.1,6404.15644930265
"97470",6433.3,6422.7793313454
"97471",6497.9,6437.52561266106
"97472",6566.7,6556.20154082475
"97473",6667.8,6665.03938861937
"97474",6836.1,6750.70119791792
"97475",7041,6976.23104453733
"97476",7223.3,7232.96807272742
"97477",7329.8,7389.63656598701
"97478",7205.4,7407.95068197973
"97479",6949.6,7093.24012567521
"97480",6759.1,6610.80912523991
"97481",6597.9,6469.76821198078
"97482",6404.9,6444.19808874382
"97483",6160.9,6222.81481031982
"97484",5946.8,5910.50829280933
"97485",5679.1,5693.22109099433
"97486",5476.4,5449.11237666271
"97487",5607.6,5232.68645656151
"97488",5502.6,5645.71157799989
"97489",5295.3,5154.58355842904
"97490",5125.3,5306.27751548859
"97491",4955.4,5305.79257705528
"97492",4699.1,4585.86768848038
"97493",4540.5,4514.69154605215
"97494",4386.9,4348.83021522935
"97495",4271.4,4323.27342522114
"97496",4200.4,4185.33800744234
"97497",4165.2,4168.01507014747
"97498",4118.4,4168.0453270293
"97499",4211.6,4117.22132588143
"97500",4274.6,4261.0408791707
"97501",4510.5,4419.19681530681
"97502",4596.3,4655.53377396123
"97503",4728.4,4801.40383089069
"97504",5005.2,4747.73659551888
"97505",5212.8,5219.47808646788
"97506",5306.8,5475.00662238742
"97507",5405.1,5371.09233284174
"97508",5359.8,5416.50491581305
"97509",5369.9,5349.84999823944
"97510",5510.9,5278.37521896072
"97511",5577.1,5617.41844628597
"97512",5585.3,5719.40723733702
"97513",5386.2,5570.77854102206
"97514",5073.7,5246.44520759678
"97515",5073.5,4736.46750632114
"97516",4902.2,4939.57285199587
"97517",4878.1,4977.85895764282
"97518",4910.1,4744.97172948417
"97519",5006.7,5014.78570612256
"97520",5145.9,5116.58677788474
"97521",5396.8,5299.91246163771
"97522",5810.7,5612.09235000964
"97523",6176.1,6182.3077151497
"97524",6492.9,6584.23964255796
"97525",6490.4,6742.18046658199
"97526",6441.2,6530.94370531089
"97527",6280.1,6218.61006693913
"97528",6199.1,6113.9004432807
"97529",5992.9,6011.72090694637
"97530",5879.5,5851.89283969878
"97531",5721.4,5652.26249318899
"97532",5613,5607.87715841281
"97533",5360.9,5448.61436165807
"97534",5213.4,5179.35135404793
"97535",5335,4959.07284007816
"97536",5242.8,5402.06414581345
"97537",5060.6,5351.65080411522
"97538",4864.5,4814.72169812252
"97539",4750.9,4655.07004062318
"97540",4580.3,4631.22771439248
"97541",4389,4505.3426628064
"97542",4275.2,4218.24601344528
"97543",4229.1,4165.43554518688
"97544",4179.7,4232.64695176877
"97545",4161.2,4195.06536848827
"97546",4118.8,4155.43849350241
"97547",4121.1,4122.30129096787
"97548",4289.8,4112.06360081918
"97549",4392.2,4421.71250116393
"97550",4545.8,4589.85196781798
"97551",4618.5,4630.23917902726
"97552",4819,4725.77494391047
"97553",4997.4,4906.83666381159
"97554",4968.6,5212.85200063608
"97555",4962.2,4977.79617055318
"97556",4935.4,4830.84915608503
"97557",5104.2,4917.87770412814
"97558",5089.8,5176.34402740918
"97559",4991.4,5224.0856466583
"97560",4971.8,4834.03750520775
"97561",4950.8,4892.24447769321
"97562",5166.5,4980.85262454396
"97563",5455.3,5297.66785226919
"97564",5430.4,5821.10841053687
"97565",5527.7,5550.07611672067
"97566",5398.4,5431.70505721785
"97567",5534,5427.04326377553
"97568",5804.1,5472.89689752691
"97569",5923.4,6145.71083468759
"97570",6098,6142.65409468699
"97571",6429.9,6154.30051392795
"97572",6749.1,6693.0214711109
"97573",6817.6,7094.28542483441
"97574",6706.4,6917.48218740624
"97575",6497.7,6501.30543454564
"97576",6325.9,6216.318537067
"97577",6142.8,6077.96641756546
"97578",5958.1,5966.55862078602
"97579",5829,5753.40187815667
"97580",5556.1,5663.35278001751
"97581",5339.2,5354.64477648869
"97582",5102.6,5032.40726916218
"97583",5156.3,4908.81761042835
"97584",5105.2,5095.14896319848
"97585",4935.4,5717.52552460931
"97586",4753.6,4480.26567352843
"97587",4609.2,4155.87548859895
"97588",4415,4729.56398636316
"97589",4335.2,4298.0218277623
"97590",4194.8,4230.56362555872
"97591",4172.4,4173.96106373177
"97592",4116.5,4114.87613422228
"97593",4117.9,4163.95006634969
"97594",4135.3,4109.81892844179
"97595",4300.6,4196.32910516222
"97596",4564.5,4427.58621194804
"97597",5004,4853.87841904694
"97598",5334.1,5393.21333334308
"97599",5723.9,5742.27573767273
"97600",6074,5983.96964799485
"97601",6393,6409.44440843638
"97602",6475.7,6644.02685475383
"97603",6436.6,6581.27833768195
"97604",6172.5,6297.90397248995
"97605",5989.3,5927.61659569357
"97606",5826.2,5678.55322538128
"97607",5594.9,5711.78202725416
"97608",5572.1,5420.20957706145
"97609",5643.4,5460.4016429853
"97610",5666.6,5792.86003038915
"97611",5614.6,5759.73838466859
"97612",5550.2,5579.99286389345
"97613",5596.4,5475.21908431915
"97614",5596,5616.02204107587
"97615",5660.6,5682.33688174401
"97616",5752.9,5689.22471438297
"97617",5859.8,5870.05797122035
"97618",6090.5,5969.52467057079
"97619",6357.4,6264.41025411976
"97620",6672.1,6636.90524071909
"97621",6763.9,6937.57017950263
"97622",6584.1,6910.79192572374
"97623",6378.7,6363.28636256372
"97624",6230.8,6036.3929970333
"97625",6027,6038.5566622518
"97626",5869.1,5859.82517350706
"97627",5716.9,5655.20320656718
"97628",5444.9,5573.50360387837
"97629",5270.2,5215.65901323797
"97630",5114.2,5004.56416643345
"97631",5226.5,5004.5543725765
"97632",5115.1,5245.69069635542
"97633",4862.3,5213.71665812827
"97634",4669.6,4568.69670582308
"97635",4557.8,4420.17961724233
"97636",4388.3,4482.68510083583
"97637",4286.7,4318.29882364153
"97638",4154.8,4173.06550410312
"97639",4110.8,4109.71019094752
"97640",4097.3,4059.39576330242
"97641",4134.5,4148.89276454245
"97642",4198.9,4193.04492113757
"97643",4336.4,4294.85027941179
"97644",4584.1,4466.56831198569
"97645",5008.7,4818.07744694412
"97646",5249,5390.96255717299
"97647",5635,5601.53212732331
"97648",5902.4,5829.75908781357
"97649",6046,6233.46423914171
"97650",5958.8,6131.67282911456
"97651",5705.8,5869.54314090377
"97652",5272.1,5399.33394698975
"97653",5116.3,4848.59320379118
"97654",5119.7,4801.22136300968
"97655",4975.2,5217.05686899139
"97656",4805.2,4974.9333055058
"97657",4939,4595.39529434117
"97658",5061.2,4967.77780647648
"97659",5141.6,5342.21264653622
"97660",5242.8,5235.61315460609
"97661",5300.3,5323.14541580152
"97662",5163.2,5393.37116761899
"97663",5205.6,5095.87301073083
"97664",5347,5109.13309233119
"97665",5495,5548.31095021838
"97666",5728.1,5682.24646056911
"97667",6066.1,5913.70479824672
"97668",6493,6370.68540517005
"97669",6646.8,6881.97175337726
"97670",6498.7,6884.81647630694
"97671",6305,6289.72562631414
"97672",6105.7,5964.13535716119
"97673",5910.3,5877.40548502373
"97674",5744.1,5702.1878317304
"97675",5550.2,5559.5661847738
"97676",5221.2,5372.65438803806
"97677",4955.2,4930.93112281072
"97678",4797.5,4613.63902009185
"97679",4862.9,4645.33384948024
"97680",4765.1,4902.29809086231
"97681",4562.3,4837.57574412089
"97682",4410.3,4335.31710617532
"97683",4253.7,4219.86784659679
"97684",4113.4,4161.17468123048
"97685",3950.1,4005.99230568275
"97686",3838.9,3848.60790040622
"97687",3791,3743.97381821396
"97688",3743.4,3787.67171498868
"97689",3778.2,3763.50952460575
"97690",3961.5,3812.47415002783
"97691",4123,4145.04985325763
"97692",4350,4365.2361567466
"97693",4787.1,4531.70839660558
"97694",5263,5149.5373257951
"97695",5558.4,5775.75069306719
"97696",5864.6,5882.32372545707
"97697",5917.1,6026.04780501557
"97698",5855.2,6027.41867228486
"97699",5822,5689.12590715977
"97700",5699.2,5712.09959910904
"97701",5614.7,5620.23115530979
"97702",5341.7,5475.24618754492
"97703",5042.2,5172.40089213368
"97704",4851.1,4692.72709053843
"97705",4808.2,4646.5685865621
"97706",4734.6,4796.05554564318
"97707",4781.8,4771.48452671155
"97708",5162.6,4792.46176086991
"97709",5434.3,5482.75708904001
"97710",5596.5,5894.05015866282
"97711",5592.9,5731.94844082682
"97712",5573.1,5596.81287793091
"97713",5842.6,5487.92480519655
"97714",6148.3,5994.6649495345
"97715",6527.2,6554.40757520081
"97716",6933,6849.36974496887
"97717",7125.6,7302.71541378617
"97718",7042.1,7346.23206649622
"97719",6819.9,6910.27703398005
"97720",6768.7,6491.2175912778
"97721",6515.7,6568.53465767968
"97722",6370.5,6403.26914197078
"97723",6198.8,6073.07697516043
"97724",5886.8,6077.16592795992
"97725",5586.1,5609.94963313381
"97726",5276.2,5222.79718235
"97727",5332.8,4994.98466274595
"97728",5252.9,5260.54024895027
"97729",5045.4,5404.23124969682
"97730",4906.1,4831.79493264799
"97731",4712,4707.50601154378
"97732",4546.1,4607.3155565301
"97733",4411.2,4384.6560827045
"97734",4306.8,4322.66645229769
"97735",4297.9,4249.08132721518
"97736",4238,4305.65641394781
"97737",4296.7,4275.72497630039
"97738",4332.3,4312.34351501166
"97739",4581.6,4451.78400213729
"97740",4849.7,4742.79935170274
"97741",5309,5198.69723189742
"97742",5802.8,5669.42227672252
"97743",6263.3,6319.70106876207
"97744",6680.2,6683.73097477607
"97745",6823.1,7025.23522584602
"97746",6685.1,6985.58133307303
"97747",6560.6,6484.79322234686
"97748",6228.5,6285.27762339735
"97749",5835.8,5988.64655206432
"97750",5539.5,5392.14476287412
"97751",5348,5215.98055728671
"97752",5328.8,5199.75478835409
"97753",5095.6,5321.30207045203
"97754",4894.1,5051.17406883542
"97755",4889.7,4614.02037452023
"97756",4841.4,4864.25171777156
"97757",4863,4933.62868869329
"97758",4928.3,4861.18182162347
"97759",5081.7,5029.80702632018
"97760",5397.6,5231.67535880957
"97761",5807.6,5686.74869321224
"97762",6153.2,6230.53702831273
"97763",6491.7,6522.86069369575
"97764",6828.6,6749.75017549532
"97765",6990.2,7105.06978810343
"97766",6967.5,7158.52020485985
"97767",6812.3,6882.19918853306
"97768",6687.6,6587.38999551509
"97769",6552.2,6466.44971423633
"97770",6337.6,6415.62788639713
"97771",6111.3,6130.59060022035
"97772",5816.2,5841.72628896768
"97773",5530.4,5541.22912468997
"97774",5184.4,5217.27679478492
"97775",5311.3,4885.16758274309
"97776",5198.3,5243.79459113079
